type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,temp_diff,power,rpm_torque_ratio,machine_failure,TWF,HDF,PWF,OSF,RNF
M,299.0,305.7,1481,29.5,80,6.66,4570.0,50.26,0,0,0,0,0,0
M,300.5,311.8,1412,43.8,243,11.28,6479.8,32.22,1,1,0,0,0,0
L,303.0,311.9,1299,34.4,1,8.97,4679.6,37.76,0,0,0,0,0,0
L,295.9,305.4,1319,38.1,155,9.49,5261.9,34.62,0,0,0,0,0,0
L,299.6,309.4,1623,46.9,216,9.83,7966.6,34.63,1,1,0,0,0,0
L,297.3,307.7,1676,44.8,222,10.41,7861.3,37.42,1,1,0,0,0,0
L,296.7,307.3,1434,30.8,180,10.64,4631.3,46.5,0,0,0,0,0,0
M,301.9,312.8,1413,39.5,143,10.89,5839.5,35.8,0,0,0,0,0,0
M,301.1,311.9,1329,30.7,114,10.82,4266.0,43.36,0,0,0,0,0,0
L,300.9,311.2,1687,48.7,112,10.25,8603.3,34.64,0,0,0,0,0,0
H,301.8,312.3,1506,55.4,106,10.42,8731.5,27.2,0,0,0,0,0,0
M,299.0,307.9,1573,31.5,174,8.91,5196.9,49.86,0,0,0,0,0,0
L,299.1,308.4,1571,39.7,182,9.25,6529.3,39.58,0,0,0,0,0,0
M,304.4,315.3,1438,49.2,128,10.9,7405.1,29.24,0,0,0,0,0,0
L,299.5,310.3,1266,40.2,185,10.84,5335.1,31.46,0,0,0,0,0,0
L,301.5,312.2,1300,45.6,132,10.72,6209.8,28.5,0,0,0,0,0,0
L,300.0,309.5,1725,40.5,24,9.49,7318.9,42.58,0,0,0,0,0,0
M,296.3,307.2,1354,29.4,212,10.91,4173.2,46.0,0,0,0,0,0,0
L,295.9,304.7,1417,41.2,217,8.84,6112.0,34.4,0,0,0,0,0,0
L,298.8,309.9,1273,51.3,66,11.08,6835.1,24.83,0,0,0,0,0,0
L,302.1,311.9,1256,43.1,196,9.74,5674.5,29.11,0,0,0,0,0,0
L,301.6,313.3,1346,56.2,127,11.68,7926.7,23.93,0,0,0,0,0,0
M,301.8,310.3,1837,22.3,31,8.48,4287.0,82.43,0,0,0,0,0,0
M,298.0,309.8,1631,43.8,99,11.76,7479.3,37.25,0,0,0,0,0,0
L,303.2,312.9,1394,33.5,19,9.64,4893.2,41.59,0,0,0,0,0,0
L,298.1,307.7,1716,31.2,196,9.62,5614.5,54.92,0,0,0,0,0,0
L,300.4,310.6,1469,53.3,49,10.19,8206.1,27.54,0,0,0,0,0,0
L,300.0,309.3,1770,37.4,41,9.3,6941.5,47.26,0,0,0,0,0,0
L,299.7,309.6,1942,36.5,52,9.93,7419.7,53.23,0,0,0,0,0,0
L,302.7,311.9,1705,43.4,56,9.26,7755.3,39.25,0,0,0,0,0,0
L,298.6,307.9,1518,18.5,168,9.3,2936.8,82.17,1,0,0,1,0,0
M,297.3,307.8,1639,53.5,159,10.49,9190.9,30.61,1,0,0,1,0,0
M,300.0,309.1,1503,59.0,32,9.1,9293.2,25.46,1,0,0,1,0,0
L,299.2,308.4,1132,49.2,181,9.23,5826.5,23.03,0,0,0,0,0,0
L,306.8,315.4,1369,44.1,87,8.63,6325.1,31.03,0,0,0,0,0,0
M,301.4,310.8,1309,37.8,114,9.5,5186.2,34.6,0,0,0,0,0,0
L,299.2,310.5,1364,29.2,31,11.31,4177.7,46.64,0,0,0,0,0,0
M,297.9,307.0,1858,51.9,177,9.15,10106.1,35.77,1,0,0,1,0,0
M,296.2,305.5,1724,49.2,94,9.27,8875.8,35.07,0,0,0,0,0,0
L,297.9,308.1,1588,44.5,158,10.19,7400.3,35.68,0,0,0,0,0,0
L,300.2,309.9,1662,43.3,106,9.63,7542.4,38.35,0,0,0,0,0,0
M,302.9,315.1,1121,43.0,12,12.23,5048.5,26.07,0,0,0,0,0,0
L,302.2,312.1,1645,34.7,175,9.84,5984.6,47.35,0,0,0,0,0,0
L,300.5,310.8,1687,65.0,138,10.34,11485.1,25.95,1,0,0,1,0,0
H,299.4,310.3,1052,37.1,108,10.94,4091.9,28.32,0,0,0,0,0,0
L,300.5,311.5,1653,35.7,50,10.92,6185.4,46.26,0,0,0,0,0,0
L,299.0,309.2,1215,51.2,156,10.23,6515.2,23.73,0,0,0,0,0,0
M,303.4,313.3,1105,39.7,68,9.84,4594.8,27.83,0,0,0,0,0,0
L,299.6,311.6,1765,39.8,107,12.02,7358.1,44.34,0,0,0,0,0,0
L,299.8,309.7,1298,54.1,14,9.9,7359.8,23.97,0,0,0,0,0,0
H,295.6,305.1,1356,46.8,194,9.56,6643.6,28.98,0,0,0,0,0,0
L,299.6,309.0,1697,47.3,22,9.35,8404.6,35.88,0,0,0,0,0,0
H,301.7,309.9,1438,25.8,222,8.27,3888.6,55.69,0,0,0,0,0,0
H,297.9,308.7,1463,44.0,216,10.82,6741.8,33.25,0,0,0,0,0,0
L,298.5,306.2,1459,29.9,242,7.65,4575.0,48.72,1,1,0,0,0,0
L,301.6,311.6,1569,35.5,227,9.99,5824.6,44.26,0,0,0,0,0,0
L,297.0,306.8,1454,41.8,242,9.8,6357.9,34.82,1,1,0,0,0,0
L,302.1,314.4,1522,39.6,221,12.24,6317.6,38.4,1,1,0,0,0,0
L,298.9,307.1,1399,46.5,28,8.17,6818.6,30.06,0,0,0,0,0,0
M,299.2,308.3,1570,47.7,109,9.1,7843.5,32.91,0,0,0,0,0,0
L,297.8,307.6,1562,48.5,19,9.86,7926.1,32.24,0,0,0,0,0,0
L,300.8,310.6,1879,26.6,136,9.8,5225.8,70.75,0,0,0,0,0,0
M,304.9,314.4,1423,63.6,132,9.45,9481.4,22.36,1,0,0,1,0,0
L,301.6,311.5,1463,39.8,230,9.92,6090.5,36.8,1,1,0,0,0,0
M,298.3,307.0,1547,52.1,242,8.74,8445.0,29.68,1,1,0,0,1,0
L,302.3,312.6,1692,14.9,64,10.36,2632.4,113.89,1,0,0,1,0,0
L,299.4,307.0,1281,37.3,145,7.68,5009.9,34.3,1,0,1,0,0,0
M,302.7,312.7,1520,25.4,116,9.97,4041.9,59.86,0,0,0,0,0,0
M,301.6,311.0,998,31.4,136,9.4,3280.2,31.8,1,0,0,1,0,0
M,294.1,305.1,1445,40.5,132,11.02,6129.3,35.67,0,0,0,0,0,0
M,298.0,309.7,1714,36.7,228,11.76,6578.7,46.76,0,0,0,0,0,0
M,301.9,311.6,1354,53.1,224,9.67,7534.8,25.48,1,1,0,0,0,0
L,300.3,311.7,1535,57.7,30,11.39,9273.4,26.61,1,0,0,1,0,0
L,298.0,307.6,1394,30.3,86,9.68,4427.8,45.96,0,0,0,0,0,0
M,298.7,307.8,1328,35.1,188,9.03,4884.4,37.81,0,0,0,0,0,0
M,296.2,307.9,1694,29.7,170,11.75,5266.7,57.06,0,0,0,0,0,0
H,299.8,310.3,1290,51.6,157,10.52,6965.0,25.02,0,0,0,0,0,0
L,304.4,314.4,1558,41.6,248,10.0,6785.6,37.46,1,1,0,0,0,0
L,301.6,312.3,1561,40.3,84,10.69,6591.6,38.71,0,0,0,0,0,0
M,304.4,314.7,1329,43.1,128,10.27,6001.8,30.82,0,0,0,0,0,0
L,301.8,311.7,1531,36.9,244,9.93,5914.2,41.5,1,1,0,0,0,0
H,302.1,310.7,1313,31.4,173,8.67,4322.3,41.77,0,0,0,0,0,0
M,303.9,313.7,1604,40.5,162,9.73,6804.6,39.59,0,0,0,0,0,0
L,300.8,311.4,1237,37.3,38,10.62,4835.7,33.14,0,0,0,0,0,0
M,299.6,309.5,1432,43.5,61,9.88,6518.7,32.94,0,0,0,0,0,0
M,302.1,313.0,1449,23.7,94,10.9,3593.2,61.19,0,0,0,0,0,0
L,302.9,313.3,1722,41.9,116,10.38,7549.2,41.13,0,0,0,0,0,0
H,299.0,308.2,1528,33.1,124,9.12,5297.6,46.15,0,0,0,0,0,0
L,298.6,307.2,1691,41.5,225,8.68,7351.2,40.73,1,1,0,0,0,0
M,300.3,310.1,1610,49.1,26,9.84,8269.9,32.82,0,0,0,0,0,0
L,301.7,311.1,1609,34.4,62,9.48,5802.5,46.72,0,0,0,0,0,0
M,301.6,311.9,1433,52.0,35,10.34,7798.4,27.58,0,0,0,0,0,0
L,297.2,306.4,1704,22.6,183,9.28,4031.4,75.42,0,0,0,0,0,0
L,303.8,313.2,1428,55.4,242,9.38,8290.2,25.76,1,1,0,0,1,0
H,298.7,309.8,1154,52.4,223,11.05,6330.5,22.03,1,1,0,0,0,0
L,299.5,309.6,1457,31.1,180,10.15,4750.3,46.8,0,0,0,0,0,0
L,298.2,307.5,1590,31.2,5,9.3,5197.9,50.93,0,0,0,0,0,0
H,305.4,315.4,1178,25.1,86,10.02,3090.2,47.03,1,0,0,1,0,0
H,300.5,311.9,1322,49.2,215,11.38,6813.1,26.86,1,1,0,0,0,0
L,298.3,308.6,1253,36.7,163,10.29,4815.0,34.15,0,0,0,0,0,0
M,301.7,312.3,1657,36.0,52,10.59,6240.2,46.08,0,0,0,0,0,0
L,301.5,310.8,1834,28.8,116,9.25,5525.8,63.74,0,0,0,0,0,0
L,299.6,310.7,1458,58.1,21,11.03,8873.8,25.09,0,0,0,0,0,0
L,301.7,314.0,1606,30.3,130,12.32,5091.2,53.05,0,0,0,0,0,0
M,298.3,307.6,1601,40.2,225,9.21,6746.8,39.78,0,0,0,0,0,0
M,299.0,307.8,1810,42.2,9,8.82,7991.1,42.93,0,0,0,0,0,0
M,296.0,306.2,1369,36.0,153,10.18,5162.9,38.01,0,0,0,0,0,0
M,297.4,308.2,1456,34.0,58,10.88,5182.7,42.83,0,0,0,0,0,0
L,303.6,313.5,1431,36.3,247,9.91,5440.8,39.41,1,1,0,0,0,0
L,303.3,312.2,1515,45.7,16,8.95,7242.9,33.18,0,0,0,0,0,0
L,300.1,310.0,2000,36.5,154,9.89,7650.7,54.75,0,0,0,0,0,0
L,303.3,313.9,1506,56.3,64,10.6,8871.9,26.77,0,0,0,0,0,0
L,299.7,309.3,1329,32.2,220,9.59,4485.5,41.24,0,0,0,0,0,0
M,299.5,310.1,1269,47.5,30,10.61,6317.7,26.69,0,0,0,0,0,0
L,300.1,311.3,1750,22.4,107,11.16,4111.6,78.0,0,0,0,0,0,0
L,299.8,310.0,1328,32.2,46,10.24,4482.3,41.2,0,0,0,0,0,0
L,299.6,309.5,1632,31.8,199,9.97,5441.0,51.26,0,0,0,0,0,0
M,302.3,313.1,1364,29.0,87,10.83,4136.7,47.1,0,0,0,0,0,0
M,300.3,309.4,1246,42.8,46,9.14,5589.1,29.09,0,0,0,0,0,0
L,301.4,310.5,1621,38.9,181,9.05,6603.0,41.67,0,0,0,0,0,0
L,302.1,311.8,1373,17.2,204,9.73,2474.7,79.77,1,0,0,1,0,0
M,300.8,310.3,1585,60.0,115,9.51,9951.4,26.44,1,0,0,1,0,0
L,298.1,307.3,1599,41.8,94,9.2,6992.6,38.29,0,0,0,0,0,0
M,297.3,309.1,1609,40.0,158,11.83,6741.7,40.21,0,0,0,0,0,0
M,300.3,312.5,1446,53.1,162,12.17,8040.8,27.23,0,0,0,0,0,0
L,299.7,309.3,1637,49.9,165,9.65,8552.2,32.81,0,0,0,0,0,0
L,300.2,310.3,1315,37.0,68,10.09,5097.7,35.52,0,0,0,0,0,0
H,300.0,309.8,1009,20.5,235,9.81,2163.4,49.28,1,1,0,1,0,0
L,305.2,316.3,1641,45.6,53,11.11,7843.7,35.95,0,0,0,0,0,0
L,297.3,308.6,1533,30.4,93,11.31,4875.7,50.47,0,0,0,0,0,0
M,296.0,304.2,1377,52.4,70,8.22,7555.0,26.28,1,0,1,0,0,0
H,300.7,311.1,1205,32.2,232,10.48,4068.1,37.38,1,1,0,0,0,0
H,299.2,307.9,1092,35.5,207,8.69,4057.4,30.78,0,0,0,0,0,0
M,300.6,312.4,1510,26.6,202,11.76,4201.1,56.83,0,0,0,0,0,0
L,301.2,311.6,1829,27.4,1,10.44,5243.6,66.81,0,0,0,0,0,0
L,302.6,311.7,1472,38.9,171,9.18,5997.8,37.83,0,0,0,0,0,0
M,297.0,306.7,1427,38.0,57,9.76,5675.2,37.57,0,0,0,0,0,0
L,298.9,308.6,1495,35.2,241,9.71,5517.2,42.42,1,1,0,0,0,0
L,300.9,311.4,1935,60.5,132,10.53,12265.4,31.97,1,0,0,1,0,0
H,301.5,312.6,1650,46.0,141,11.04,7954.5,35.84,0,0,0,0,0,0
L,304.4,313.2,1313,40.1,89,8.85,5514.0,32.74,0,0,0,0,0,0
L,301.9,313.8,1505,12.4,134,11.84,1958.5,121.11,1,0,0,1,0,0
L,299.9,311.5,1566,48.3,187,11.61,7913.8,32.45,0,0,0,0,0,0
L,298.2,307.3,1288,69.9,140,9.12,9434.2,18.41,1,0,0,1,0,0
L,298.9,308.9,1651,38.1,160,10.07,6590.7,43.31,0,0,0,0,0,0
L,298.8,310.5,1336,31.9,118,11.71,4462.3,41.89,0,0,0,0,0,0
L,301.3,312.5,1197,41.6,179,11.23,5218.7,28.75,0,0,0,0,0,0
M,300.5,310.2,1515,25.7,224,9.66,4075.1,58.98,1,1,0,0,0,0
M,297.4,308.2,1483,44.6,12,10.81,6929.6,33.24,0,0,0,0,0,0
L,299.1,312.1,1499,55.0,26,13.0,8634.0,27.25,0,0,0,0,0,0
H,301.8,311.9,1347,33.3,171,10.11,4695.9,40.46,0,0,0,0,0,0
L,300.7,310.1,1374,33.6,94,9.37,4836.5,40.88,0,0,0,0,0,0
L,301.1,311.3,1725,39.2,70,10.17,7081.7,44.0,0,0,0,0,0,0
M,300.8,311.0,1588,35.0,44,10.25,5818.3,45.39,0,0,0,0,0,0
L,303.3,312.7,1308,24.9,143,9.48,3407.5,52.58,1,0,0,1,0,0
H,300.5,310.9,1109,36.1,86,10.44,4198.0,30.68,0,0,0,0,0,0
L,299.2,308.0,1317,34.1,126,8.75,4707.1,38.59,0,0,0,0,0,0
H,298.2,307.5,1531,53.7,239,9.33,8604.0,28.53,1,1,0,0,0,0
L,300.5,311.3,1373,51.6,189,10.76,7412.4,26.63,0,0,0,0,0,0
M,295.1,303.4,1358,54.0,198,8.25,7675.5,25.16,1,0,1,0,0,0
L,299.6,310.5,1382,48.0,31,10.9,6949.2,28.78,0,0,0,0,0,0
H,299.6,307.6,1485,42.1,81,7.99,6540.4,35.31,0,0,0,0,0,0
L,297.3,305.5,1656,31.3,26,8.27,5420.3,52.98,0,0,0,0,0,0
L,298.1,307.6,1499,53.3,242,9.5,8360.7,28.14,1,1,0,0,1,0
H,301.6,311.9,1512,43.5,170,10.29,6884.1,34.78,0,0,0,0,0,0
L,300.5,311.8,1455,27.5,4,11.33,4193.1,52.87,0,0,0,0,0,0
M,300.2,310.3,1400,30.9,118,10.06,4524.5,45.36,0,0,0,0,0,0
M,300.6,310.4,1678,27.4,65,9.75,4808.1,61.32,0,0,0,0,0,0
L,300.2,310.8,1648,19.5,134,10.58,3361.8,84.6,1,0,0,1,0,0
M,302.5,311.6,1909,43.9,44,9.13,8773.1,43.5,0,0,0,0,0,0
L,300.2,310.4,1622,27.6,14,10.14,4691.6,58.72,0,0,0,0,0,0
H,297.1,305.9,1400,32.4,80,8.8,4756.0,43.16,0,0,0,0,0,0
L,303.3,313.3,1319,40.4,73,10.08,5578.7,32.66,0,0,0,0,0,0
L,300.7,310.6,1690,38.1,179,9.87,6746.5,44.33,0,0,0,0,0,0
H,298.8,308.0,1337,32.9,118,9.2,4601.5,40.68,0,0,0,0,0,0
M,297.5,307.7,1661,55.2,72,10.17,9599.6,30.1,1,0,0,1,0,0
L,300.8,311.0,1348,24.7,142,10.16,3491.4,54.5,1,0,0,1,0,0
M,299.8,310.9,1569,25.2,17,11.18,4135.0,62.35,0,0,0,0,0,0
L,303.1,311.5,1288,44.6,165,8.39,6012.7,28.89,1,0,1,0,0,0
L,299.3,309.2,1655,33.7,36,9.92,5847.3,49.05,0,0,0,0,0,0
L,298.3,307.6,1253,33.3,69,9.24,4375.7,37.57,0,0,0,0,0,0
L,301.8,312.7,1554,29.2,70,10.87,4753.4,53.2,0,0,0,0,0,0
L,301.9,312.6,1460,43.4,116,10.75,6632.7,33.65,0,0,0,0,0,0
L,300.3,310.8,1520,42.3,238,10.51,6726.1,35.97,1,1,0,0,0,0
H,301.4,310.6,1420,41.2,81,9.3,6125.2,34.47,0,0,0,0,0,0
H,299.9,310.8,1416,34.2,70,10.89,5066.9,41.44,0,0,0,0,0,0
M,300.5,308.9,1530,32.5,42,8.47,5205.5,47.09,0,0,0,0,0,0
L,302.3,310.6,1299,38.4,97,8.26,5219.4,33.86,1,0,1,0,0,0
L,301.3,310.0,1298,49.7,45,8.72,6750.8,26.13,0,0,0,0,0,0
M,299.7,309.6,1428,55.7,34,9.97,8326.6,25.65,0,0,0,0,0,0
M,302.7,313.4,1420,51.1,214,10.68,7600.7,27.78,0,0,0,0,0,0
L,295.3,302.3,1298,45.1,13,7.02,6124.5,28.81,1,0,1,0,0,0
H,304.1,315.4,1684,49.8,177,11.32,8786.0,33.8,0,0,0,0,0,0
M,296.6,306.7,1433,28.2,50,10.13,4228.9,50.85,0,0,0,0,0,0
H,298.7,307.2,1454,32.9,2,8.43,5003.7,44.25,0,0,0,0,0,0
M,299.9,310.0,1234,45.2,198,10.1,5846.6,27.27,0,0,0,0,0,0
M,299.7,310.8,1914,38.8,175,11.09,7780.5,49.31,0,0,0,0,0,0
L,302.0,312.6,1985,43.4,83,10.6,9016.3,45.76,1,0,0,1,0,0
H,297.9,309.0,1343,49.8,19,11.1,7003.1,26.97,0,0,0,0,0,0
M,300.5,309.2,1745,48.2,90,8.63,8815.2,36.17,0,0,0,0,0,0
L,298.8,308.4,1481,29.1,45,9.59,4511.6,50.91,0,0,0,0,0,0
L,300.6,309.7,1820,40.1,233,9.08,7646.2,45.37,1,1,0,0,0,0
L,299.9,311.6,1567,30.8,132,11.72,5052.8,50.89,0,0,0,0,0,0
M,300.2,310.8,1519,32.2,240,10.64,5126.3,47.13,1,1,0,0,0,0
H,298.9,311.7,1000,22.9,87,12.85,2397.2,43.68,1,0,0,1,0,0
L,299.0,308.5,1324,41.3,139,9.53,5731.2,32.03,0,0,0,0,0,0
L,300.6,309.8,1504,22.2,47,9.28,3488.9,67.89,1,0,0,1,0,0
L,301.9,311.7,1539,43.9,202,9.86,7081.7,35.02,0,0,0,0,0,0
H,298.8,310.2,1257,53.6,10,11.38,7053.5,23.46,0,0,0,0,0,0
M,298.3,307.9,1354,45.3,173,9.63,6423.6,29.89,0,0,0,0,0,0
M,301.2,311.4,1610,40.5,97,10.12,6831.4,39.73,0,0,0,0,0,0
L,299.9,310.0,1223,55.3,144,10.1,7088.1,22.1,0,0,0,0,0,0
L,301.7,311.7,1526,43.3,148,10.04,6915.4,35.26,0,0,0,0,0,0
L,298.2,307.5,1747,31.4,177,9.35,5739.5,55.69,0,0,0,0,0,0
L,296.4,306.3,1577,41.3,51,9.86,6812.3,38.23,0,0,0,0,0,0
M,298.9,308.8,1567,59.6,132,9.82,9779.6,26.29,1,0,0,1,0,0
M,298.5,308.5,1095,29.1,106,9.99,3333.8,37.66,1,0,0,1,0,0
H,299.8,310.8,1335,26.2,70,10.94,3662.6,50.96,0,0,0,0,0,0
H,298.7,310.5,1910,46.1,123,11.76,9230.5,41.39,1,0,0,1,0,0
L,301.5,310.6,1380,37.8,238,9.16,5456.7,36.55,1,1,0,0,0,0
M,299.4,309.0,1752,34.7,237,9.61,6362.7,50.52,1,1,0,0,0,0
H,300.3,309.5,1377,27.4,69,9.17,3952.2,50.24,0,0,0,0,0,0
M,300.3,310.5,1444,20.5,221,10.19,3099.7,70.44,1,0,0,1,0,0
L,300.4,309.9,1603,25.4,219,9.46,4269.8,63.02,1,1,0,0,0,0
L,300.0,310.2,1520,56.1,62,10.24,8937.5,27.07,0,0,0,0,0,0
L,301.0,312.1,1576,39.9,149,11.1,6586.9,39.49,0,0,0,0,0,0
H,298.4,305.9,1336,20.4,217,7.47,2850.8,65.57,1,0,1,1,0,0
M,302.8,313.3,1272,51.8,128,10.49,6905.4,24.54,0,0,0,0,0,0
L,299.5,309.1,1322,52.3,92,9.54,7247.1,25.25,0,0,0,0,0,0
M,297.4,307.8,1393,52.3,162,10.46,7628.1,26.64,0,0,0,0,0,0
M,300.4,309.5,1454,35.8,43,9.1,5447.1,40.64,0,0,0,0,0,0
L,298.3,309.5,1707,37.3,40,11.2,6669.7,45.75,0,0,0,0,0,0
L,301.3,312.2,1517,41.4,208,10.91,6573.0,36.66,0,0,0,0,0,0
M,304.4,315.0,1596,54.0,10,10.57,9026.9,29.55,1,0,0,1,0,0
L,298.4,309.2,1528,34.5,200,10.79,5512.6,44.35,0,0,0,0,0,0
M,300.7,309.9,1276,32.5,72,9.25,4336.8,39.31,0,0,0,0,0,0
L,296.5,305.9,1503,47.0,120,9.38,7390.7,32.01,0,0,0,0,0,0
M,300.9,311.7,1526,52.1,135,10.75,8324.5,29.29,0,0,0,0,0,0
L,298.2,307.5,1651,39.5,191,9.23,6824.4,41.83,0,0,0,0,0,0
L,298.8,310.2,1286,46.7,220,11.45,6289.7,27.53,1,1,0,0,0,0
M,297.8,307.5,1091,41.1,201,9.68,4698.4,26.53,0,0,0,0,0,0
L,301.5,312.0,1535,37.5,143,10.5,6025.9,40.95,0,0,0,0,0,0
L,302.0,314.1,1570,31.7,87,12.1,5213.0,49.52,0,0,0,0,0,0
L,300.0,309.3,1464,28.5,131,9.29,4363.4,51.44,0,0,0,0,0,0
M,298.3,308.3,1505,33.9,7,10.07,5335.2,44.46,0,0,0,0,0,0
M,303.2,314.2,1675,30.2,61,11.05,5304.2,55.39,0,0,0,0,0,0
M,298.5,309.5,1408,42.8,91,10.95,6315.8,32.87,0,0,0,0,0,0
L,295.7,305.3,1444,52.2,79,9.67,7889.7,27.68,0,0,0,0,0,0
L,300.9,310.4,1515,42.0,23,9.48,6669.7,36.04,0,0,0,0,0,0
L,297.8,307.6,1256,30.8,12,9.77,4050.1,40.79,0,0,0,0,0,0
L,302.0,313.4,1469,48.6,105,11.45,7469.2,30.26,0,0,0,0,0,0
L,299.2,309.0,1487,43.0,18,9.72,6691.0,34.61,0,0,0,0,0,0
L,301.2,311.3,1827,44.9,71,10.08,8599.6,40.65,0,0,0,0,0,0
L,302.8,312.4,1440,34.8,118,9.57,5248.7,41.37,0,0,0,0,0,0
H,297.6,308.3,1540,51.3,52,10.71,8278.5,30.0,0,0,0,0,0,0
L,298.9,309.0,1683,51.3,19,10.16,9038.2,32.82,1,0,0,1,0,0
L,299.8,308.8,1332,38.2,108,9.0,5322.7,34.91,0,0,0,0,0,0
M,303.1,312.1,1775,47.2,112,9.03,8770.5,37.62,0,0,0,0,0,0
L,298.7,306.7,1852,51.0,228,8.0,9893.9,36.3,1,1,0,1,1,0
M,298.8,308.0,1494,35.3,31,9.17,5530.0,42.27,0,0,0,0,0,0
M,301.0,311.8,1392,39.2,153,10.79,5712.4,35.52,0,0,0,0,0,0
H,298.8,310.2,1825,40.8,79,11.32,7797.0,44.73,0,0,0,0,0,0
L,300.3,311.0,1659,29.0,30,10.69,5042.0,57.16,0,0,0,0,0,0
H,296.9,307.5,1516,44.4,98,10.55,7051.4,34.13,0,0,0,0,0,0
L,304.4,314.3,1785,50.2,106,9.87,9388.3,35.54,1,0,0,1,0,0
L,297.3,308.1,1764,38.6,90,10.77,7123.2,45.75,0,0,0,0,0,0
L,299.4,309.6,1432,43.4,191,10.29,6508.0,33.0,0,0,0,0,0,0
H,299.9,311.7,1549,54.0,209,11.8,8757.1,28.69,1,1,0,0,0,0
L,303.8,313.7,1615,35.9,37,9.9,6079.7,44.93,0,0,0,0,0,0
L,297.4,308.7,1505,43.6,41,11.34,6871.9,34.52,0,0,0,0,0,0
M,304.0,314.8,1221,34.3,105,10.87,4385.9,35.6,0,0,0,0,0,0
L,301.5,312.2,1312,34.0,80,10.74,4675.3,38.56,0,0,0,0,0,0
L,300.8,308.8,1228,43.4,204,7.99,5583.5,28.28,1,0,1,0,0,0
L,298.0,309.0,1598,42.4,249,10.93,7097.6,37.68,1,1,0,0,0,0
L,301.1,311.0,1263,45.6,45,9.87,6024.6,27.73,0,0,0,0,0,0
L,298.6,308.1,1538,40.8,190,9.56,6565.0,37.73,0,0,0,0,0,0
L,302.5,311.1,1866,44.7,151,8.52,8725.2,41.79,0,0,0,0,0,0
M,298.1,308.1,1785,56.7,161,9.99,10590.3,31.51,1,0,0,1,0,0
L,299.8,309.8,1132,50.6,66,10.03,5998.2,22.37,0,0,0,0,0,0
L,298.9,307.6,1244,43.4,24,8.7,5651.7,28.67,0,0,0,0,0,0
M,298.0,306.6,1344,45.0,135,8.53,6340.4,29.83,1,0,1,0,0,0
L,301.5,312.0,1266,37.0,153,10.49,4906.7,34.21,0,0,0,0,0,0
M,301.1,311.9,1169,38.4,240,10.87,4701.8,30.44,1,1,0,0,0,0
L,302.4,312.6,1497,44.9,168,10.19,7042.6,33.32,0,0,0,0,0,0
L,296.4,307.6,1641,40.9,110,11.15,7024.4,40.15,0,0,0,0,0,0
L,302.1,312.0,1690,47.9,248,9.91,8482.5,35.26,1,1,0,0,1,0
L,305.0,315.0,1405,52.7,93,9.95,7749.5,26.68,0,0,0,0,0,0
L,299.1,308.2,1445,39.0,40,9.08,5898.8,37.07,0,0,0,0,0,0
L,303.8,312.2,1571,19.9,154,8.44,3275.1,78.91,1,0,0,1,0,0
L,299.5,311.3,1478,60.3,66,11.85,9339.5,24.49,1,0,0,1,0,0
L,297.3,308.4,1662,33.5,230,11.13,5826.1,49.65,0,0,0,0,0,0
L,299.4,308.0,1586,42.0,106,8.61,6967.6,37.81,0,0,0,0,0,0
L,302.1,312.3,1424,47.3,37,10.16,7049.7,30.12,0,0,0,0,0,0
L,298.3,308.2,1128,54.1,35,9.9,6389.3,20.85,0,0,0,0,0,0
L,298.8,308.5,1799,58.1,162,9.73,10938.0,30.99,1,0,0,1,0,0
M,301.2,310.8,1362,36.4,91,9.59,5186.1,37.46,0,0,0,0,0,0
L,300.0,310.4,1571,51.9,90,10.38,8537.8,30.27,0,0,0,0,0,0
M,301.2,312.0,1116,42.0,153,10.82,4906.1,26.58,0,0,0,0,0,0
M,300.5,310.9,1497,67.4,55,10.4,10571.0,22.2,1,0,0,1,0,0
L,301.0,310.8,1520,51.0,36,9.88,8118.6,29.8,0,0,0,0,0,0
M,299.1,309.0,1529,38.2,164,9.84,6120.5,40.0,0,0,0,0,0,0
H,300.5,311.4,2102,32.1,1,10.94,7059.1,65.55,0,0,0,0,0,0
L,298.1,308.6,1373,13.7,226,10.46,1974.7,99.97,1,1,0,1,0,0
L,302.6,312.6,1664,46.7,45,10.07,8145.8,35.6,0,0,0,0,0,0
M,298.7,308.7,1604,50.1,111,9.96,8412.7,32.03,0,0,0,0,0,0
M,302.3,312.6,1364,47.5,52,10.35,6778.3,28.74,0,0,0,0,0,0
L,299.5,309.1,1661,16.5,54,9.53,2864.1,100.88,1,0,0,1,0,0
L,300.4,311.2,1467,27.4,208,10.82,4212.3,53.5,0,0,0,0,0,0
L,299.0,307.9,1675,44.8,146,8.92,7859.6,37.38,0,0,0,0,0,0
L,298.0,307.6,1892,57.9,77,9.59,11462.8,32.7,1,0,0,1,0,0
M,296.5,307.1,1530,39.4,62,10.61,6319.8,38.79,0,0,0,0,0,0
L,297.9,306.8,1443,50.9,53,8.87,7693.8,28.34,0,0,0,0,0,0
L,299.4,307.8,1710,29.7,138,8.43,5310.5,57.66,0,0,0,0,0,0
M,300.4,310.5,1779,42.1,182,10.06,7837.7,42.29,0,0,0,0,0,0
L,302.0,310.3,1323,37.3,63,8.3,5161.2,35.51,1,0,1,0,0,0
L,299.1,307.8,1409,51.9,83,8.7,7654.3,27.16,0,0,0,0,0,0
